name,Adduct,mz,Polarity,FullName
"3,4-Dihydroxyphenylacetic acid",[M+CH3COO]-,227.05613,negative,"3,4-Dihydroxyphenylacetic acid_[M+CH3COO]-"
Vanillic acid,[M+CH3COO]-,227.05613,negative,Vanillic acid_[M+CH3COO]-
Homogentisic acid,[M+CH3COO]-,227.05613,negative,Homogentisic acid_[M+CH3COO]-
Pyridoxamine (PM),[M+CH3COO]-,227.10375,negative,Pyridoxamine (PM)_[M+CH3COO]-
L-Cysteic acid,[M+CH3COO]-,228.01837,negative,L-Cysteic acid_[M+CH3COO]-
2-Furoylglycine,[M+CH3COO]-,228.05138,negative,2-Furoylglycine_[M+CH3COO]-
Pyridoxine,[M+CH3COO]-,228.08776,negative,Pyridoxine_[M+CH3COO]-
Norepinephrine,[M+CH3COO]-,228.08776,negative,Norepinephrine_[M+CH3COO]-
6-Hydroxydopamine,[M+CH3COO]-,228.08776,negative,6-Hydroxydopamine_[M+CH3COO]-
3-Methylhistidine,[M+CH3COO]-,228.099,negative,3-Methylhistidine_[M+CH3COO]-
1-Methylhistidine,[M+CH3COO]-,228.099,negative,1-Methylhistidine_[M+CH3COO]-
Dihydroxyacetone phosphate,[M+CH3COO]-,229.0119,negative,Dihydroxyacetone phosphate_[M+CH3COO]-
Glyceraldehyde 3-phosphate,[M+CH3COO]-,229.0119,negative,Glyceraldehyde 3-phosphate_[M+CH3COO]-
Glycerol 3-phosphate,[M+CH3COO]-,231.02755,negative,Glycerol 3-phosphate_[M+CH3COO]-
Menadione (Vitamin K3),[M+CH3COO]-,231.0663,negative,Menadione (Vitamin K3)_[M+CH3COO]-
sn-Glycerol 1-phosphate,[M+CH3COO]-,231.08757,negative,sn-Glycerol 1-phosphate_[M+CH3COO]-
Glycylproline,[M+CH3COO]-,231.09866,negative,Glycylproline_[M+CH3COO]-
Capric acid,[M+CH3COO]-,231.1602,negative,Capric acid_[M+CH3COO]-
Acetyl-DL-Leucine,[M+CH3COO]-,232.11906,negative,Acetyl-DL-Leucine_[M+CH3COO]-
Hexanoylglycine,[M+CH3COO]-,232.11906,negative,Hexanoylglycine_[M+CH3COO]-
cis-Aconitate,[M+CH3COO]-,233.03031,negative,cis-Aconitate_[M+CH3COO]-
trans-Aconitate,[M+CH3COO]-,233.03031,negative,trans-Aconitate_[M+CH3COO]-
Dehydroascorbic acid (Oxidized vitamin C),[M+CH3COO]-,233.03031,negative,Dehydroascorbic acid (Oxidized vitamin C)_[M+CH3COO]-
Shikimate,[M+CH3COO]-,233.0667,negative,Shikimate_[M+CH3COO]-
Suberic acid,[M+CH3COO]-,233.10308,negative,Suberic acid_[M+CH3COO]-
N2-Acetyl-L-ornithine,[M+CH3COO]-,233.11431,negative,N2-Acetyl-L-ornithine_[M+CH3COO]-
L-Arginine,[M+CH3COO]-,233.12555,negative,L-Arginine_[M+CH3COO]-
1-Methyltryptamine,[M+CH3COO]-,233.12957,negative,1-Methyltryptamine_[M+CH3COO]-
N-Acetyl-L-aspartic acid,[M+CH3COO]-,234.06194,negative,N-Acetyl-L-aspartic acid_[M+CH3COO]-
Indoleacetic acid,[M+CH3COO]-,234.0772,negative,Indoleacetic acid_[M+CH3COO]-
L-Citrulline,[M+CH3COO]-,234.10956,negative,L-Citrulline_[M+CH3COO]-
L-Ascorbic acid,[M+CH3COO]-,235.04596,negative,L-Ascorbic acid_[M+CH3COO]-
D-Glucuronolactone,[M+CH3COO]-,235.04596,negative,D-Glucuronolactone_[M+CH3COO]-
N-carbamoyl-L-aspartate,[M+CH3COO]-,235.05719,negative,N-carbamoyl-L-aspartate_[M+CH3COO]-
Allantoate/Allantoic acid,[M+CH3COO]-,235.06843,negative,Allantoate/Allantoic acid_[M+CH3COO]-
2-Isopropylmalic acid,[M+CH3COO]-,235.08235,negative,2-Isopropylmalic acid_[M+CH3COO]-
3-Isopropylmalate,[M+CH3COO]-,235.08235,negative,3-Isopropylmalate_[M+CH3COO]-
Serotonin,[M+CH3COO]-,235.10883,negative,Serotonin_[M+CH3COO]-
N-Formylmethionine,[M+CH3COO]-,236.05984,negative,N-Formylmethionine_[M+CH3COO]-
5-Hydroxytryptophol (5HTOL),[M+CH3COO]-,236.09285,negative,5-Hydroxytryptophol (5HTOL)_[M+CH3COO]-
Cysteinylglycine,[M+CH3COO]-,237.05508,negative,Cysteinylglycine_[M+CH3COO]-
2-Dehydro-3-deoxy-D-gluconate,[M+CH3COO]-,237.06161,negative,2-Dehydro-3-deoxy-D-gluconate_[M+CH3COO]-
"D-Glucono-1,5-lactone",[M+CH3COO]-,237.06161,negative,"D-Glucono-1,5-lactone_[M+CH3COO]-"
L-Gulonic gamma-lactone,[M+CH3COO]-,237.06161,negative,L-Gulonic gamma-lactone_[M+CH3COO]-
4-Methoxycinnamic acid,[M+CH3COO]-,237.07687,negative,4-Methoxycinnamic acid_[M+CH3COO]-
"L-Galactono-1,4-lactone",[M+CH3COO]-,237.15387,negative,"L-Galactono-1,4-lactone_[M+CH3COO]-"
2-Dehydro-3-deoxy-D-galactonate,[M+CH3COO]-,237.15387,negative,2-Dehydro-3-deoxy-D-galactonate_[M+CH3COO]-
S-Carboxymethyl-L-cysteine,[M+CH3COO]-,238.0391,negative,S-Carboxymethyl-L-cysteine_[M+CH3COO]-
Hippuric acid,[M+CH3COO]-,238.07211,negative,Hippuric acid_[M+CH3COO]-
Glucosamine,[M+CH3COO]-,238.09324,negative,Glucosamine_[M+CH3COO]-
D-(+)-Galactosamine,[M+CH3COO]-,238.09324,negative,D-(+)-Galactosamine_[M+CH3COO]-
4-Hydroxyphenylpyruvate,[M+CH3COO]-,239.05613,negative,4-Hydroxyphenylpyruvate_[M+CH3COO]-
Caffeic Acid,[M+CH3COO]-,239.05613,negative,Caffeic Acid_[M+CH3COO]-
Nicotinuric acid,[M+CH3COO]-,239.06736,negative,Nicotinuric acid_[M+CH3COO]-
myo-Inositol,[M+CH3COO]-,239.07726,negative,myo-Inositol_[M+CH3COO]-
Alpha-D-Glucose,[M+CH3COO]-,239.07726,negative,Alpha-D-Glucose_[M+CH3COO]-
D-Mannose,[M+CH3COO]-,239.07726,negative,D-Mannose_[M+CH3COO]-
D-Fructose,[M+CH3COO]-,239.07726,negative,D-Fructose_[M+CH3COO]-
D-Tagatose,[M+CH3COO]-,239.07726,negative,D-Tagatose_[M+CH3COO]-
D-(+)-Galactose,[M+CH3COO]-,239.07726,negative,D-(+)-Galactose_[M+CH3COO]-
D-Allose,[M+CH3COO]-,239.07726,negative,D-Allose_[M+CH3COO]-
L-Sorbose,[M+CH3COO]-,239.07726,negative,L-Sorbose_[M+CH3COO]-
Theophylline,[M+CH3COO]-,239.0786,negative,Theophylline_[M+CH3COO]-
Theobromine,[M+CH3COO]-,239.0786,negative,Theobromine_[M+CH3COO]-
"1,7-Dimethylxanthine",[M+CH3COO]-,239.0786,negative,"1,7-Dimethylxanthine_[M+CH3COO]-"
Coniferol,[M+CH3COO]-,239.09251,negative,Coniferol_[M+CH3COO]-
L-Tyrosine,[M+CH3COO]-,240.08776,negative,L-Tyrosine_[M+CH3COO]-
DL-O-tyrosine,[M+CH3COO]-,240.08776,negative,DL-O-tyrosine_[M+CH3COO]-
3-Methyluric acid,[M+CH3COO]-,241.05786,negative,3-Methyluric acid_[M+CH3COO]-
7-Methyluric acid,[M+CH3COO]-,241.05786,negative,7-Methyluric acid_[M+CH3COO]-
1-Methyluric acid,[M+CH3COO]-,241.05786,negative,1-Methyluric acid_[M+CH3COO]-
Homovanillic acid,[M+CH3COO]-,241.07178,negative,Homovanillic acid_[M+CH3COO]-
"3,4-Dihydroxyhydrocinnamic acid",[M+CH3COO]-,241.07178,negative,"3,4-Dihydroxyhydrocinnamic acid_[M+CH3COO]-"
Hydroxyphenyllactic acid,[M+CH3COO]-,241.07178,negative,Hydroxyphenyllactic acid_[M+CH3COO]-
L-Iditol,[M+CH3COO]-,241.09291,negative,L-Iditol_[M+CH3COO]-
Dulcitol,[M+CH3COO]-,241.09291,negative,Dulcitol_[M+CH3COO]-
D-Sorbitol,[M+CH3COO]-,241.09291,negative,D-Sorbitol_[M+CH3COO]-
D-Mannitol,[M+CH3COO]-,241.09291,negative,D-Mannitol_[M+CH3COO]-
L-homocysteic acid,[M+CH3COO]-,242.03402,negative,L-homocysteic acid_[M+CH3COO]-
4-Pyridoxic acid,[M+CH3COO]-,242.06703,negative,4-Pyridoxic acid_[M+CH3COO]-
Phosphorylcholine,[M+CH3COO]-,242.07992,negative,Phosphorylcholine_[M+CH3COO]-
Epinephrine,[M+CH3COO]-,242.10341,negative,Epinephrine_[M+CH3COO]-
DL-Normetanephrine,[M+CH3COO]-,242.10341,negative,DL-Normetanephrine_[M+CH3COO]-
"3,4-Dihydroxymandelic acid",[M+CH3COO]-,243.05104,negative,"3,4-Dihydroxymandelic acid_[M+CH3COO]-"
3-Methoxy-4-hydroxyphenylethyleneglycol,[M+CH3COO]-,243.08743,negative,3-Methoxy-4-hydroxyphenylethyleneglycol_[M+CH3COO]-
3-Phosphoserine,[M+CH3COO]-,244.0228,negative,3-Phosphoserine_[M+CH3COO]-
3-Phospho-D-glycerate,[M+CH3COO]-,245.00681,negative,3-Phospho-D-glycerate_[M+CH3COO]-
DL-2-Phosphoglycerate,[M+CH3COO]-,245.00681,negative,DL-2-Phosphoglycerate_[M+CH3COO]-
Undecanoic Acid,[M+CH3COO]-,245.17585,negative,Undecanoic Acid_[M+CH3COO]-
Indoleacrylic acid,[M+CH3COO]-,246.0772,negative,Indoleacrylic acid_[M+CH3COO]-
N8-Acetylspermidine,[M+CH3COO]-,246.18233,negative,N8-Acetylspermidine_[M+CH3COO]-
alpha-N-Acetyl-L-glutamine,[M+CH3COO]-,247.09358,negative,alpha-N-Acetyl-L-glutamine_[M+CH3COO]-
N-Acetylglutamine,[M+CH3COO]-,247.09358,negative,N-Acetylglutamine_[M+CH3COO]-
Azelaic acid,[M+CH3COO]-,247.11873,negative,Azelaic acid_[M+CH3COO]-
N6-Acetyl-L-lysine,[M+CH3COO]-,247.12996,negative,N6-Acetyl-L-lysine_[M+CH3COO]-
Glycyl-L-leucine,[M+CH3COO]-,247.12996,negative,Glycyl-L-leucine_[M+CH3COO]-
"N6,N6,N6-Trimethyl-L-lysine",[M+CH3COO]-,247.16635,negative,"N6,N6,N6-Trimethyl-L-lysine_[M+CH3COO]-"
Kynurenic acid,[M+CH3COO]-,248.05646,negative,Kynurenic acid_[M+CH3COO]-
N-Acetyl-L-glutamate,[M+CH3COO]-,248.07759,negative,N-Acetyl-L-glutamate_[M+CH3COO]-
Diaminopimelic acid,[M+CH3COO]-,249.10923,negative,Diaminopimelic acid_[M+CH3COO]-
N-(omega)-Hydroxyarginine,[M+CH3COO]-,249.12046,negative,N-(omega)-Hydroxyarginine_[M+CH3COO]-
5-Methoxytryptamine,[M+CH3COO]-,249.12448,negative,5-Methoxytryptamine_[M+CH3COO]-
5-Hydroxyindoleacetate,[M+CH3COO]-,250.07211,negative,5-Hydroxyindoleacetate_[M+CH3COO]-
Citrate,[M+CH3COO]-,251.04088,negative,Citrate_[M+CH3COO]-
Isocitrate,[M+CH3COO]-,251.04088,negative,Isocitrate_[M+CH3COO]-
Quinate,[M+CH3COO]-,251.07726,negative,Quinate_[M+CH3COO]-
Phenylacetylglycine,[M+CH3COO]-,252.08776,negative,Phenylacetylglycine_[M+CH3COO]-
D-Glucuronate,[M+CH3COO]-,253.05652,negative,D-Glucuronate_[M+CH3COO]-
2-Keto-D-gluconic acid,[M+CH3COO]-,253.05652,negative,2-Keto-D-gluconic acid_[M+CH3COO]-
Pectin (Galacturonic acid),[M+CH3COO]-,253.05652,negative,Pectin (Galacturonic acid)_[M+CH3COO]-
D-galacturonic acid,[M+CH3COO]-,253.05652,negative,D-galacturonic acid_[M+CH3COO]-
Aminohippuric acid,[M+CH3COO]-,253.08301,negative,Aminohippuric acid_[M+CH3COO]-
Caffeine,[M+CH3COO]-,253.09425,negative,Caffeine_[M+CH3COO]-
Salicyluric acid,[M+CH3COO]-,254.06703,negative,Salicyluric acid_[M+CH3COO]-
D-gluconate,[M+CH3COO]-,255.07217,negative,D-gluconate_[M+CH3COO]-
"1,7-Dimethyluric acid",[M+CH3COO]-,255.07351,negative,"1,7-Dimethyluric acid_[M+CH3COO]-"
"1,3-Dimethyluric acid",[M+CH3COO]-,255.07351,negative,"1,3-Dimethyluric acid_[M+CH3COO]-"
"3,7-Dimethyluric acid",[M+CH3COO]-,255.07351,negative,"3,7-Dimethyluric acid_[M+CH3COO]-"
Homoveratric acid,[M+CH3COO]-,255.08743,negative,Homoveratric acid_[M+CH3COO]-
"3,4-Dihydroxy-L-phenylalanine(L-DOPA)",[M+CH3COO]-,256.08268,negative,"3,4-Dihydroxy-L-phenylalanine(L-DOPA)_[M+CH3COO]-"
DL-Vanillylmandelic acid,[M+CH3COO]-,257.0667,negative,DL-Vanillylmandelic acid_[M+CH3COO]-
O-Phospho-L-threonine,[M+CH3COO]-,258.03845,negative,O-Phospho-L-threonine_[M+CH3COO]-
O-Phospho-L-homoserine,[M+CH3COO]-,258.03845,negative,O-Phospho-L-homoserine_[M+CH3COO]-
p-CHLOROPHENYLALANINE,[M+CH3COO]-,258.05388,negative,p-CHLOROPHENYLALANINE_[M+CH3COO]-
D-Erythrose 4-phosphate,[M+CH3COO]-,259.02246,negative,D-Erythrose 4-phosphate_[M+CH3COO]-
Dodecanoic acid,[M+CH3COO]-,259.1915,negative,Dodecanoic acid_[M+CH3COO]-
Cysteine-S-sulfate,[M+CH3COO]-,259.99044,negative,Cysteine-S-sulfate_[M+CH3COO]-
Sebacic acid,[M+CH3COO]-,261.13438,negative,Sebacic acid_[M+CH3COO]-
"NG,NG-dimethyl-L-arginine(ADMA)",[M+CH3COO]-,261.15685,negative,"NG,NG-dimethyl-L-arginine(ADMA)_[M+CH3COO]-"
Spermine,[M+CH3COO]-,261.22962,negative,Spermine_[M+CH3COO]-
Indole-3-pyruvic acid,[M+CH3COO]-,262.07211,negative,Indole-3-pyruvic acid_[M+CH3COO]-
Acetylcarnitine,[M+CH3COO]-,262.12963,negative,Acetylcarnitine_[M+CH3COO]-
L-Tryptophan,[M+CH3COO]-,263.10375,negative,L-Tryptophan_[M+CH3COO]-
Xanthurenic acid,[M+CH3COO]-,264.05138,negative,Xanthurenic acid_[M+CH3COO]-
Lipoamide,[M+CH3COO]-,264.07338,negative,Lipoamide_[M+CH3COO]-
Indolelactic acid,[M+CH3COO]-,264.08776,negative,Indolelactic acid_[M+CH3COO]-
5-Methoxyindoleacetate,[M+CH3COO]-,264.08776,negative,5-Methoxyindoleacetate_[M+CH3COO]-
Pantothenol,[M+CH3COO]-,264.14528,negative,Pantothenol_[M+CH3COO]-
Homocitrate,[M+CH3COO]-,265.05652,negative,Homocitrate_[M+CH3COO]-
DL-alpha-Lipoic Acid,[M+CH3COO]-,265.05739,negative,DL-alpha-Lipoic Acid_[M+CH3COO]-
N-Acetyl-L-phenylalanine,[M+CH3COO]-,266.10341,negative,N-Acetyl-L-phenylalanine_[M+CH3COO]-
Phenylpropionylglycine,[M+CH3COO]-,266.10341,negative,Phenylpropionylglycine_[M+CH3COO]-
Dihydrolipoate (dihydrolipoic acid),[M+CH3COO]-,267.07304,negative,Dihydrolipoate (dihydrolipoic acid)_[M+CH3COO]-
L-Kynurenine,[M+CH3COO]-,267.09866,negative,L-Kynurenine_[M+CH3COO]-
N-Benzyloxycarbonylglycine,[M+CH3COO]-,268.08268,negative,N-Benzyloxycarbonylglycine_[M+CH3COO]-
D-Glucarate,[M+CH3COO]-,269.05144,negative,D-Glucarate_[M+CH3COO]-
D-Galactarate,[M+CH3COO]-,269.05144,negative,D-Galactarate_[M+CH3COO]-
Sinapyl alcohol,[M+CH3COO]-,269.10308,negative,Sinapyl alcohol_[M+CH3COO]-
Phosphocreatine,[M+CH3COO]-,270.04968,negative,Phosphocreatine_[M+CH3COO]-
Harmine,[M+CH3COO]-,271.10883,negative,Harmine_[M+CH3COO]-
Indoxyl sulfate,[M+CH3COO]-,272.02345,negative,Indoxyl sulfate_[M+CH3COO]-
2-Deoxyribose 5-phosphate,[M+CH3COO]-,273.03811,negative,2-Deoxyribose 5-phosphate_[M+CH3COO]-
1-Deoxy-D-xylulose 5-phosphate,[M+CH3COO]-,273.03811,negative,1-Deoxy-D-xylulose 5-phosphate_[M+CH3COO]-
Dethiobiotin,[M+CH3COO]-,273.14561,negative,Dethiobiotin_[M+CH3COO]-
Tridecanoic acid (Tridecylic acid),[M+CH3COO]-,273.20715,negative,Tridecanoic acid (Tridecylic acid)_[M+CH3COO]-
1-Tetradecanol,[M+CH3COO]-,273.24354,negative,1-Tetradecanol_[M+CH3COO]-
sn-Glycerol 3-phosphoethanolamine,[M+CH3COO]-,274.06975,negative,sn-Glycerol 3-phosphoethanolamine_[M+CH3COO]-
5-L-Glutamyl-L-alanine,[M+CH3COO]-,277.10414,negative,5-L-Glutamyl-L-alanine_[M+CH3COO]-
N-Acetylserotonin,[M+CH3COO]-,277.1194,negative,N-Acetylserotonin_[M+CH3COO]-
L-Abrine,[M+CH3COO]-,277.1194,negative,L-Abrine_[M+CH3COO]-
5-Methoxydimethyltryptamine,[M+CH3COO]-,277.15578,negative,5-Methoxydimethyltryptamine_[M+CH3COO]-
O-Succinyl-L-homoserine,[M+CH3COO]-,278.08816,negative,O-Succinyl-L-homoserine_[M+CH3COO]-
Pantothenate,[M+CH3COO]-,278.12454,negative,Pantothenate_[M+CH3COO]-
5-Hydroxytryptophan,[M+CH3COO]-,279.09866,negative,5-Hydroxytryptophan_[M+CH3COO]-
L-Histidinol phosphate,[M+CH3COO]-,280.07041,negative,L-Histidinol phosphate_[M+CH3COO]-
N-Acetylmannosamine,[M+CH3COO]-,280.10381,negative,N-Acetylmannosamine_[M+CH3COO]-
N-Acetyl-D-glucosamine,[M+CH3COO]-,280.10381,negative,N-Acetyl-D-glucosamine_[M+CH3COO]-
N-Acetyl-D-galactosamine,[M+CH3COO]-,280.22167,negative,N-Acetyl-D-galactosamine_[M+CH3COO]-
N-Acetyl-D-galactosamine,[M+CH3COO]-,280.22167,negative,N-Acetyl-D-galactosamine_[M+CH3COO]-
L-Cystathionine,[M+CH3COO]-,281.0813,negative,L-Cystathionine_[M+CH3COO]-
Allocystathionine,[M+CH3COO]-,281.0813,negative,Allocystathionine_[M+CH3COO]-
Flavone,[M+CH3COO]-,281.08195,negative,Flavone_[M+CH3COO]-
Ethyl glucuronide,[M+CH3COO]-,281.08783,negative,Ethyl glucuronide_[M+CH3COO]-
"(2E,6E)-Farnesol",[M+CH3COO]-,281.38017,negative,"(2E,6E)-Farnesol_[M+CH3COO]-"
N-Acetyl-L-tyrosine,[M+CH3COO]-,282.09833,negative,N-Acetyl-L-tyrosine_[M+CH3COO]-
3-Hydroxy-L-kynurenine,[M+CH3COO]-,283.09358,negative,3-Hydroxy-L-kynurenine_[M+CH3COO]-
Prephenate,[M+CH3COO]-,285.06161,negative,Prephenate_[M+CH3COO]-
Chorismic acid,[M+CH3COO]-,285.06161,negative,Chorismic acid_[M+CH3COO]-
5-Acetylamino-6-formylamino-3-methyluracil (AFMU),[M+CH3COO]-,285.08408,negative,5-Acetylamino-6-formylamino-3-methyluracil (AFMU)_[M+CH3COO]-
Porphobilinogen,[M+CH3COO]-,285.10923,negative,Porphobilinogen_[M+CH3COO]-
L-Carnosine,[M+CH3COO]-,285.12046,negative,L-Carnosine_[M+CH3COO]-
Deoxycytidine,[M+CH3COO]-,286.10448,negative,Deoxycytidine_[M+CH3COO]-
2'-Deoxyuridine,[M+CH3COO]-,287.08849,negative,2'-Deoxyuridine_[M+CH3COO]-
Traumatic Acid,[M+CH3COO]-,287.15003,negative,Traumatic Acid_[M+CH3COO]-
(R)-mevalonic acid 5-Phosphate,[M+CH3COO]-,287.15087,negative,(R)-mevalonic acid 5-Phosphate_[M+CH3COO]-
L-leucyl-L-proline,[M+CH3COO]-,287.16126,negative,L-leucyl-L-proline_[M+CH3COO]-
Myristic acid,[M+CH3COO]-,287.2228,negative,Myristic acid_[M+CH3COO]-
D-Ribulose 5-phosphate,[M+CH3COO]-,289.03303,negative,D-Ribulose 5-phosphate_[M+CH3COO]-
Suberylglycine,[M+CH3COO]-,290.12454,negative,Suberylglycine_[M+CH3COO]-
Melatonin,[M+CH3COO]-,291.13505,negative,Melatonin_[M+CH3COO]-
5-methoxytryptophan,[M+CH3COO]-,293.11431,negative,5-methoxytryptophan_[M+CH3COO]-
7-Methylguanosine,[M+CH3COO]-,293.14935,negative,7-Methylguanosine_[M+CH3COO]-
Biopterin,[M+CH3COO]-,296.10006,negative,Biopterin_[M+CH3COO]-
Sepiapterin,[M+CH3COO]-,296.10006,negative,Sepiapterin_[M+CH3COO]-
"7,8-Dihydrobiopterin",[M+CH3COO]-,298.11571,negative,"7,8-Dihydrobiopterin_[M+CH3COO]-"
L-Cystine,[M+CH3COO]-,299.03772,negative,L-Cystine_[M+CH3COO]-
Alizarin,[M+CH3COO]-,299.05613,negative,Alizarin_[M+CH3COO]-
L-Anserine,[M+CH3COO]-,299.13611,negative,L-Anserine_[M+CH3COO]-
Palmitaldehyde,[M+CH3COO]-,299.25919,negative,Palmitaldehyde_[M+CH3COO]-
Tetrahydrobiopterin,[M+CH3COO]-,300.13136,negative,Tetrahydrobiopterin_[M+CH3COO]-
Lumichrome,[M+CH3COO]-,301.09425,negative,Lumichrome_[M+CH3COO]-
Thymidine,[M+CH3COO]-,301.10414,negative,Thymidine_[M+CH3COO]-
Pentadecanoic Acid,[M+CH3COO]-,301.23845,negative,Pentadecanoic Acid_[M+CH3COO]-
1-Hexadecanol,[M+CH3COO]-,301.27483,negative,1-Hexadecanol_[M+CH3COO]-
Cytidine,[M+CH3COO]-,302.09939,negative,Cytidine_[M+CH3COO]-
L-Fucose-1-phosphate,[M+CH3COO]-,303.04868,negative,L-Fucose-1-phosphate_[M+CH3COO]-
Pseudouridine,[M+CH3COO]-,303.08341,negative,Pseudouridine_[M+CH3COO]-
Uridine,[M+CH3COO]-,303.08341,negative,Uridine_[M+CH3COO]-
D-Biotin,[M+CH3COO]-,303.10204,negative,D-Biotin_[M+CH3COO]-
Dimethylallyl pyrophosphate,[M+CH3COO]-,305.0197,negative,Dimethylallyl pyrophosphate_[M+CH3COO]-
Isopentenyl pyrophosphate,[M+CH3COO]-,305.0197,negative,Isopentenyl pyrophosphate_[M+CH3COO]-
gamma-L-Glutamyl-L-valine,[M+CH3COO]-,305.13544,negative,gamma-L-Glutamyl-L-valine_[M+CH3COO]-
Pyridoxal 5'-phosphate,[M+CH3COO]-,306.03845,negative,Pyridoxal 5'-phosphate_[M+CH3COO]-
Pyridoxamine 5'-phosphate,[M+CH3COO]-,307.07008,negative,Pyridoxamine 5'-phosphate_[M+CH3COO]-
6-Hydroxymelatonin,[M+CH3COO]-,307.12996,negative,6-Hydroxymelatonin_[M+CH3COO]-
Pyridoxine 5-phosphate,[M+CH3COO]-,308.0541,negative,Pyridoxine 5-phosphate_[M+CH3COO]-
Gamma-Glutamylcysteine,[M+CH3COO]-,309.07621,negative,Gamma-Glutamylcysteine_[M+CH3COO]-
Deoxyadenosine,[M+CH3COO]-,310.11571,negative,Deoxyadenosine_[M+CH3COO]-
5'-Deoxyadenosine,[M+CH3COO]-,310.11571,negative,5'-Deoxyadenosine_[M+CH3COO]-
Deoxyinosine,[M+CH3COO]-,311.09973,negative,Deoxyinosine_[M+CH3COO]-
D-Neopterin,[M+CH3COO]-,312.09498,negative,D-Neopterin_[M+CH3COO]-
cis-9-Palmitoleic acid,[M+CH3COO]-,313.23845,negative,cis-9-Palmitoleic acid_[M+CH3COO]-
"7,8-Dihydroneopterin",[M+CH3COO]-,314.11063,negative,"7,8-Dihydroneopterin_[M+CH3COO]-"
5'-O-methylthymidine,[M+CH3COO]-,315.11979,negative,5'-O-methylthymidine_[M+CH3COO]-
Palmitic acid,[M+CH3COO]-,315.2541,negative,Palmitic acid_[M+CH3COO]-
2'-O-methylcytidine,[M+CH3COO]-,316.11504,negative,2'-O-methylcytidine_[M+CH3COO]-
3-methylcytidine,[M+CH3COO]-,316.11504,negative,3-methylcytidine_[M+CH3COO]-
3'-O-methylcytidine,[M+CH3COO]-,316.11504,negative,3'-O-methylcytidine_[M+CH3COO]-
5-Methylcytidine,[M+CH3COO]-,316.11504,negative,5-Methylcytidine_[M+CH3COO]-
2'-O-Methyluridine,[M+CH3COO]-,317.09906,negative,2'-O-Methyluridine_[M+CH3COO]-
3'-O-methyluridine,[M+CH3COO]-,317.09906,negative,3'-O-methyluridine_[M+CH3COO]-
3-Methyluridine,[M+CH3COO]-,317.09906,negative,3-Methyluridine_[M+CH3COO]-
1-Methylpseudouridine,[M+CH3COO]-,317.09906,negative,1-Methylpseudouridine_[M+CH3COO]-
Ribothymidine,[M+CH3COO]-,317.09906,negative,Ribothymidine_[M+CH3COO]-
Acetomenaphthone,[M+CH3COO]-,317.10308,negative,Acetomenaphthone_[M+CH3COO]-
Acadesine (Drug),[M+CH3COO]-,317.11029,negative,Acadesine (Drug)_[M+CH3COO]-
Glycerophosphocholine,[M+CH3COO]-,317.12452,negative,Glycerophosphocholine_[M+CH3COO]-
3-Deoxy-2-keto-6-phosphogluconic acid,[M+CH3COO]-,317.13377,negative,3-Deoxy-2-keto-6-phosphogluconic acid_[M+CH3COO]-
D-glucosamine 6-phosphate,[M+CH3COO]-,318.05958,negative,D-glucosamine 6-phosphate_[M+CH3COO]-
D-Glucosamine 1-phosphate (Glucosamine-1P),[M+CH3COO]-,318.05958,negative,D-Glucosamine 1-phosphate (Glucosamine-1P)_[M+CH3COO]-
2-Thiocytidine,[M+CH3COO]-,318.07655,negative,2-Thiocytidine_[M+CH3COO]-
D-Glucose 6-phosphate,[M+CH3COO]-,319.04359,negative,D-Glucose 6-phosphate_[M+CH3COO]-
Beta-D-Fructose 6-phosphate,[M+CH3COO]-,319.04359,negative,Beta-D-Fructose 6-phosphate_[M+CH3COO]-
alpha-D-Glucose 1-phosphate,[M+CH3COO]-,319.04359,negative,alpha-D-Glucose 1-phosphate_[M+CH3COO]-
Fructose 1-phosphate,[M+CH3COO]-,319.04359,negative,Fructose 1-phosphate_[M+CH3COO]-
D-Fructose-6-phosphate,[M+CH3COO]-,319.04359,negative,D-Fructose-6-phosphate_[M+CH3COO]-
alpha-D-Galactose 1-phosphate,[M+CH3COO]-,319.04359,negative,alpha-D-Galactose 1-phosphate_[M+CH3COO]-
D-Mannose-6-phosphate,[M+CH3COO]-,319.04359,negative,D-Mannose-6-phosphate_[M+CH3COO]-
D-Mannose 1-phosphate,[M+CH3COO]-,319.04359,negative,D-Mannose 1-phosphate_[M+CH3COO]-
Beta-D-Fructose 2-phosphate,[M+CH3COO]-,319.04359,negative,Beta-D-Fructose 2-phosphate_[M+CH3COO]-
4-thiouridine,[M+CH3COO]-,319.06056,negative,4-thiouridine_[M+CH3COO]-
2-thiouridine,[M+CH3COO]-,319.06056,negative,2-thiouridine_[M+CH3COO]-
O-Phosphotyrosine,[M+CH3COO]-,320.0541,negative,O-Phosphotyrosine_[M+CH3COO]-
 D-Sorbitol 6-phosphate,[M+CH3COO]-,321.16557,negative, D-Sorbitol 6-phosphate_[M+CH3COO]-
D-Mannitol 1-phosphate,[M+CH3COO]-,321.16557,negative,D-Mannitol 1-phosphate_[M+CH3COO]-
3-Methoxy-4-Hydroxyphenylglycol Sulfate,[M+CH3COO]-,323.04425,negative,3-Methoxy-4-Hydroxyphenylglycol Sulfate_[M+CH3COO]-
Alpha-N-Phenylacetyl-L-glutamine,[M+CH3COO]-,323.12488,negative,Alpha-N-Phenylacetyl-L-glutamine_[M+CH3COO]-
